"","Country","Factor","Value","type"
"902","Comoros","Family",0.60323,"0.60323"
"903","Comoros","Life Expectancy",0.29981,"0.29981"
"904","Comoros","Freedom",0.15412,"0.15412"
"905","Comoros","Government Corruption",0.18437,"0.18437"
"906","Comoros","Generosity",0.1827,"0.1827"
"907","Congo (Brazzaville)","GDP per Capita",0.67866,"0.67866"
"908","Congo (Brazzaville)","Family",0.6629,"0.6629"
"909","Congo (Brazzaville)","Life Expectancy",0.31051,"0.31051"
"910","Congo (Brazzaville)","Freedom",0.41466,"0.41466"
"911","Congo (Brazzaville)","Government Corruption",0.11686,"0.11686"
"912","Congo (Brazzaville)","Generosity",0.12388,"0.12388"
"913","Congo (Brazzaville)","GDP per Capita",0.682,"0.682"
"914","Congo (Brazzaville)","Family",0.811,"0.811"
"915","Congo (Brazzaville)","Life Expectancy",0.343,"0.343"
"916","Congo (Brazzaville)","Freedom",0.514,"0.514"
"917","Congo (Brazzaville)","Government Corruption",0.077,"0.077"
"918","Congo (Brazzaville)","Generosity",0.091,"0.091"
"919","Congo (Brazzaville)","GDP per Capita",0.673,"0.673"
"920","Congo (Brazzaville)","Family",0.799,"0.799"
"921","Congo (Brazzaville)","Life Expectancy",0.508,"0.508"
"922","Congo (Brazzaville)","Freedom",0.372,"0.372"
"923","Congo (Brazzaville)","Government Corruption",0.093,"0.093"
"924","Congo (Brazzaville)","Generosity",0.105,"0.105"
"925","Congo (Brazzaville)","GDP per Capita",0.808964252471924,"0.808964252471924"
"926","Congo (Brazzaville)","Family",0.832044363021851,"0.832044363021851"
"927","Congo (Brazzaville)","Life Expectancy",0.28995743393898,"0.28995743393898"
"928","Congo (Brazzaville)","Freedom",0.435025870800018,"0.435025870800018"
"929","Congo (Brazzaville)","Government Corruption",0.0796181336045265,"0.0796181336045265"
"930","Congo (Brazzaville)","Generosity",0.120852127671242,"0.120852127671242"
"931","Congo (Brazzaville)","GDP per Capita",0.77109,"0.77109"
"932","Congo (Brazzaville)","Family",0.47799,"0.47799"
"933","Congo (Brazzaville)","Life Expectancy",0.28212,"0.28212"
"934","Congo (Brazzaville)","Freedom",0.37938,"0.37938"
"935","Congo (Brazzaville)","Government Corruption",0.09753,"0.09753"
"936","Congo (Brazzaville)","Generosity",0.12077,"0.12077"
"937","Congo (Kinshasa)","GDP per Capita",0.05661,"0.05661"
"938","Congo (Kinshasa)","Family",0.80676,"0.80676"
"939","Congo (Kinshasa)","Life Expectancy",0.188,"0.188"
"940","Congo (Kinshasa)","Freedom",0.15602,"0.15602"
"941","Congo (Kinshasa)","Government Corruption",0.06075,"0.06075"
"942","Congo (Kinshasa)","Generosity",0.25458,"0.25458"
"943","Congo (Kinshasa)","GDP per Capita",0,"0"
"944","Congo (Kinshasa)","Family",1.0012,"1.0012"
"945","Congo (Kinshasa)","Life Expectancy",0.09806,"0.09806"
"946","Congo (Kinshasa)","Freedom",0.22605,"0.22605"
"947","Congo (Kinshasa)","Government Corruption",0.07625,"0.07625"
"948","Congo (Kinshasa)","Generosity",0.24834,"0.24834"
"949","Congo (Kinshasa)","GDP per Capita",0.069,"0.069"
"950","Congo (Kinshasa)","Family",1.136,"1.136"
"951","Congo (Kinshasa)","Life Expectancy",0.204,"0.204"
"952","Congo (Kinshasa)","Freedom",0.312,"0.312"
"953","Congo (Kinshasa)","Government Corruption",0.052,"0.052"
"954","Congo (Kinshasa)","Generosity",0.197,"0.197"
"955","Congo (Kinshasa)","GDP per Capita",0.094,"0.094"
"956","Congo (Kinshasa)","Family",1.125,"1.125"
"957","Congo (Kinshasa)","Life Expectancy",0.357,"0.357"
"958","Congo (Kinshasa)","Freedom",0.269,"0.269"
"959","Congo (Kinshasa)","Government Corruption",0.053,"0.053"
"960","Congo (Kinshasa)","Generosity",0.212,"0.212"
"961","Congo (Kinshasa)","GDP per Capita",0.0921023488044739,"0.0921023488044739"
"962","Congo (Kinshasa)","Family",1.22902345657349,"1.22902345657349"
"963","Congo (Kinshasa)","Life Expectancy",0.191407024860382,"0.191407024860382"
"964","Congo (Kinshasa)","Freedom",0.235961347818375,"0.235961347818375"
"965","Congo (Kinshasa)","Government Corruption",0.0602413564920425,"0.0602413564920425"
"966","Congo (Kinshasa)","Generosity",0.246455833315849,"0.246455833315849"
"967","Costa Rica","GDP per Capita",1.06879,"1.06879"
"968","Costa Rica","Family",1.02152,"1.02152"
"969","Costa Rica","Life Expectancy",0.76146,"0.76146"
"970","Costa Rica","Freedom",0.55225,"0.55225"
"971","Costa Rica","Government Corruption",0.10547,"0.10547"
"972","Costa Rica","Generosity",0.22553,"0.22553"
"973","Costa Rica","GDP per Capita",1.034,"1.034"
"974","Costa Rica","Family",1.441,"1.441"
"975","Costa Rica","Life Expectancy",0.963,"0.963"
"976","Costa Rica","Freedom",0.558,"0.558"
"977","Costa Rica","Government Corruption",0.093,"0.093"
"978","Costa Rica","Generosity",0.144,"0.144"
"979","Costa Rica","GDP per Capita",1.10970628261566,"1.10970628261566"
"980","Costa Rica","Family",1.41640365123749,"1.41640365123749"
"981","Costa Rica","Life Expectancy",0.759509265422821,"0.759509265422821"
"982","Costa Rica","Freedom",0.580131649971008,"0.580131649971008"
"983","Costa Rica","Government Corruption",0.100106589496136,"0.100106589496136"
"984","Costa Rica","Generosity",0.214613229036331,"0.214613229036331"
"985","Costa Rica","GDP per Capita",1.01,"1.01"
"986","Costa Rica","Family",1.459,"1.459"
"987","Costa Rica","Life Expectancy",0.817,"0.817"
"988","Costa Rica","Freedom",0.632,"0.632"
"989","Costa Rica","Government Corruption",0.101,"0.101"
"990","Costa Rica","Generosity",0.143,"0.143"
"991","Costa Rica","GDP per Capita",0.95578,"0.95578"
"992","Costa Rica","Family",1.23788,"1.23788"
"993","Costa Rica","Life Expectancy",0.86027,"0.86027"
"994","Costa Rica","Freedom",0.63376,"0.63376"
"995","Costa Rica","Government Corruption",0.10583,"0.10583"
"996","Costa Rica","Generosity",0.25497,"0.25497"
"997","Croatia","GDP per Capita",1.115,"1.115"
"998","Croatia","Family",1.161,"1.161"
"999","Croatia","Life Expectancy",0.737,"0.737"
"1000","Croatia","Freedom",0.38,"0.38"
"1001","Croatia","Government Corruption",0.039,"0.039"
"1002","Croatia","Generosity",0.12,"0.12"
"1003","Croatia","GDP per Capita",1.155,"1.155"
"1004","Croatia","Family",1.266,"1.266"
"1005","Croatia","Life Expectancy",0.914,"0.914"
"1006","Croatia","Freedom",0.296,"0.296"
"1007","Croatia","Government Corruption",0.022,"0.022"
"1008","Croatia","Generosity",0.119,"0.119"
"1009","Croatia","GDP per Capita",1.18649,"1.18649"
"1010","Croatia","Family",0.60809,"0.60809"
"1011","Croatia","Life Expectancy",0.70524,"0.70524"
"1012","Croatia","Freedom",0.23907,"0.23907"
"1013","Croatia","Government Corruption",0.04002,"0.04002"
"1014","Croatia","Generosity",0.18434,"0.18434"
"1015","Croatia","GDP per Capita",1.22255623340607,"1.22255623340607"
"1016","Croatia","Family",0.96798300743103,"0.96798300743103"
"1017","Croatia","Life Expectancy",0.701288521289825,"0.701288521289825"
"1018","Croatia","Freedom",0.255772292613983,"0.255772292613983"
"1019","Croatia","Government Corruption",0.0431031100451946,"0.0431031100451946"
"1020","Croatia","Generosity",0.248002976179123,"0.248002976179123"
"1021","Croatia","GDP per Capita",1.08254,"1.08254"
"1022","Croatia","Family",0.79624,"0.79624"
"1023","Croatia","Life Expectancy",0.78805,"0.78805"
"1024","Croatia","Freedom",0.25883,"0.25883"
"1025","Croatia","Government Corruption",0.0243,"0.0243"
"1026","Croatia","Generosity",0.05444,"0.05444"
"1027","Cyprus","GDP per Capita",1.20813,"1.20813"
"1028","Cyprus","Family",0.89318,"0.89318"
"1029","Cyprus","Life Expectancy",0.92356,"0.92356"
"1030","Cyprus","Freedom",0.40672,"0.40672"
"1031","Cyprus","Government Corruption",0.06146,"0.06146"
"1032","Cyprus","Generosity",0.30638,"0.30638"
"1033","Cyprus","GDP per Capita",1.263,"1.263"
"1034","Cyprus","Family",1.223,"1.223"
"1035","Cyprus","Life Expectancy",1.042,"1.042"
"1036","Cyprus","Freedom",0.406,"0.406"
"1037","Cyprus","Government Corruption",0.041,"0.041"
"1038","Cyprus","Generosity",0.19,"0.19"
"1039","Cyprus","GDP per Capita",1.229,"1.229"
"1040","Cyprus","Family",1.191,"1.191"
"1041","Cyprus","Life Expectancy",0.909,"0.909"
"1042","Cyprus","Freedom",0.423,"0.423"
"1043","Cyprus","Government Corruption",0.035,"0.035"
"1044","Cyprus","Generosity",0.202,"0.202"
"1045","Cyprus","GDP per Capita",1.35593807697296,"1.35593807697296"
"1046","Cyprus","Family",1.13136327266693,"1.13136327266693"
"1047","Cyprus","Life Expectancy",0.84471470117569,"0.84471470117569"
"1048","Cyprus","Freedom",0.355111539363861,"0.355111539363861"
"1049","Cyprus","Government Corruption",0.0412379764020443,"0.0412379764020443"
"1050","Cyprus","Generosity",0.271254301071167,"0.271254301071167"
"1051","Cyprus","GDP per Capita",1.31857,"1.31857"
"1052","Cyprus","Family",0.70697,"0.70697"
"1053","Cyprus","Life Expectancy",0.8488,"0.8488"
"1054","Cyprus","Freedom",0.29507,"0.29507"
"1055","Cyprus","Government Corruption",0.05228,"0.05228"
"1056","Cyprus","Generosity",0.27906,"0.27906"
"1057","Czech Republic","GDP per Capita",1.17898,"1.17898"
"1058","Czech Republic","Family",1.20643,"1.20643"
"1059","Czech Republic","Life Expectancy",0.84483,"0.84483"
"1060","Czech Republic","Freedom",0.46364,"0.46364"
"1061","Czech Republic","Government Corruption",0.02652,"0.02652"
"1062","Czech Republic","Generosity",0.10686,"0.10686"
"1063","Czech Republic","GDP per Capita",1.35268235206604,"1.35268235206604"
"1064","Czech Republic","Family",1.43388521671295,"1.43388521671295"
"1065","Czech Republic","Life Expectancy",0.754444003105164,"0.754444003105164"
"1066","Czech Republic","Freedom",0.490946173667908,"0.490946173667908"
"1067","Czech Republic","Government Corruption",0.0368729270994663,"0.0368729270994663"
"1068","Czech Republic","Generosity",0.0881067588925362,"0.0881067588925362"
"1069","Czech Republic","GDP per Capita",1.30915,"1.30915"
"1070","Czech Republic","Family",1.00793,"1.00793"
"1071","Czech Republic","Life Expectancy",0.76376,"0.76376"
"1072","Czech Republic","Freedom",0.41418,"0.41418"
"1073","Czech Republic","Government Corruption",0.03986,"0.03986"
"1074","Czech Republic","Generosity",0.09929,"0.09929"
"1075","Czech Republic","GDP per Capita",1.233,"1.233"
"1076","Czech Republic","Family",1.489,"1.489"
"1077","Czech Republic","Life Expectancy",0.854,"0.854"
"1078","Czech Republic","Freedom",0.543,"0.543"
"1079","Czech Republic","Government Corruption",0.034,"0.034"
"1080","Czech Republic","Generosity",0.064,"0.064"
"1081","Czech Republic","GDP per Capita",1.269,"1.269"
"1082","Czech Republic","Family",1.487,"1.487"
"1083","Czech Republic","Life Expectancy",0.92,"0.92"
"1084","Czech Republic","Freedom",0.457,"0.457"
"1085","Czech Republic","Government Corruption",0.036,"0.036"
"1086","Czech Republic","Generosity",0.046,"0.046"
"1087","Denmark","GDP per Capita",1.32548,"1.32548"
"1088","Denmark","Family",1.36058,"1.36058"
"1089","Denmark","Life Expectancy",0.87464,"0.87464"
"1090","Denmark","Freedom",0.64938,"0.64938"
"1091","Denmark","Government Corruption",0.48357,"0.48357"
"1092","Denmark","Generosity",0.34139,"0.34139"
"1093","Denmark","GDP per Capita",1.44178,"1.44178"
"1094","Denmark","Family",1.16374,"1.16374"
"1095","Denmark","Life Expectancy",0.79504,"0.79504"
"1096","Denmark","Freedom",0.57941,"0.57941"
"1097","Denmark","Government Corruption",0.44453,"0.44453"
"1098","Denmark","Generosity",0.36171,"0.36171"
"1099","Denmark","GDP per Capita",1.383,"1.383"
"1100","Denmark","Family",1.573,"1.573"
"1101","Denmark","Life Expectancy",0.996,"0.996"
"1102","Denmark","Freedom",0.592,"0.592"
"1103","Denmark","Government Corruption",0.41,"0.41"
"1104","Denmark","Generosity",0.252,"0.252"
"1105","Denmark","GDP per Capita",1.48238301277161,"1.48238301277161"
"1106","Denmark","Family",1.55112159252167,"1.55112159252167"
"1107","Denmark","Life Expectancy",0.792565524578094,"0.792565524578094"
"1108","Denmark","Freedom",0.626006722450256,"0.626006722450256"
"1109","Denmark","Government Corruption",0.40077006816864,"0.40077006816864"
"1110","Denmark","Generosity",0.355280488729477,"0.355280488729477"
"1111","Denmark","GDP per Capita",1.351,"1.351"
"1112","Denmark","Family",1.59,"1.59"
"1113","Denmark","Life Expectancy",0.868,"0.868"
"1114","Denmark","Freedom",0.683,"0.683"
"1115","Denmark","Government Corruption",0.408,"0.408"
"1116","Denmark","Generosity",0.284,"0.284"
"1117","Djibouti","GDP per Capita",0.44025,"0.44025"
"1118","Djibouti","Family",0.59207,"0.59207"
"1119","Djibouti","Life Expectancy",0.36291,"0.36291"
"1120","Djibouti","Freedom",0.46074,"0.46074"
"1121","Djibouti","Government Corruption",0.28105,"0.28105"
"1122","Djibouti","Generosity",0.18093,"0.18093"
"1123","Dominican Republic","GDP per Capita",0.89537,"0.89537"
"1124","Dominican Republic","Family",1.17202,"1.17202"
"1125","Dominican Republic","Life Expectancy",0.66825,"0.66825"
"1126","Dominican Republic","Freedom",0.57672,"0.57672"
"1127","Dominican Republic","Government Corruption",0.14234,"0.14234"
"1128","Dominican Republic","Generosity",0.21684,"0.21684"
"1129","Dominican Republic","GDP per Capita",1.015,"1.015"
"1130","Dominican Republic","Family",1.401,"1.401"
"1131","Dominican Republic","Life Expectancy",0.779,"0.779"
"1132","Dominican Republic","Freedom",0.497,"0.497"
"1133","Dominican Republic","Government Corruption",0.101,"0.101"
"1134","Dominican Republic","Generosity",0.113,"0.113"
"1135","Dominican Republic","GDP per Capita",1.07937383651733,"1.07937383651733"
"1136","Dominican Republic","Family",1.40241670608521,"1.40241670608521"
"1137","Dominican Republic","Life Expectancy",0.574873745441437,"0.574873745441437"
"1138","Dominican Republic","Freedom",0.55258983373642,"0.55258983373642"
"1139","Dominican Republic","Government Corruption",0.113945253193378,"0.113945253193378"
"1140","Dominican Republic","Generosity",0.186967849731445,"0.186967849731445"
"1141","Dominican Republic","GDP per Capita",1.02787,"1.02787"
"1142","Dominican Republic","Family",0.99496,"0.99496"
"1143","Dominican Republic","Life Expectancy",0.57669,"0.57669"
"1144","Dominican Republic","Freedom",0.52259,"0.52259"
"1145","Dominican Republic","Government Corruption",0.12372,"0.12372"
"1146","Dominican Republic","Generosity",0.21286,"0.21286"
"1147","Dominican Republic","GDP per Capita",0.982,"0.982"
"1148","Dominican Republic","Family",1.441,"1.441"
"1149","Dominican Republic","Life Expectancy",0.614,"0.614"
"1150","Dominican Republic","Freedom",0.578,"0.578"
"1151","Dominican Republic","Government Corruption",0.106,"0.106"
"1152","Dominican Republic","Generosity",0.12,"0.12"
"1153","Ecuador","GDP per Capita",1.00082039833069,"1.00082039833069"
"1154","Ecuador","Family",1.28616881370544,"1.28616881370544"
"1155","Ecuador","Life Expectancy",0.685636222362518,"0.685636222362518"
"1156","Ecuador","Freedom",0.4551981985569,"0.4551981985569"
"1157","Ecuador","Government Corruption",0.140134647488594,"0.140134647488594"
"1158","Ecuador","Generosity",0.150112465023994,"0.150112465023994"
"1159","Ecuador","GDP per Capita",0.912,"0.912"
"1160","Ecuador","Family",1.312,"1.312"
"1161","Ecuador","Life Expectancy",0.868,"0.868"
"1162","Ecuador","Freedom",0.498,"0.498"
"1163","Ecuador","Government Corruption",0.087,"0.087"
"1164","Ecuador","Generosity",0.126,"0.126"
"1165","Ecuador","GDP per Capita",0.889,"0.889"
"1166","Ecuador","Family",1.33,"1.33"
"1167","Ecuador","Life Expectancy",0.736,"0.736"
"1168","Ecuador","Freedom",0.556,"0.556"
"1169","Ecuador","Government Corruption",0.12,"0.12"
"1170","Ecuador","Generosity",0.114,"0.114"
"1171","Ecuador","GDP per Capita",0.97306,"0.97306"
"1172","Ecuador","Family",0.85974,"0.85974"
"1173","Ecuador","Life Expectancy",0.68613,"0.68613"
"1174","Ecuador","Freedom",0.4027,"0.4027"
"1175","Ecuador","Government Corruption",0.18037,"0.18037"
"1176","Ecuador","Generosity",0.10074,"0.10074"
"1177","Ecuador","GDP per Capita",0.86402,"0.86402"
"1178","Ecuador","Family",0.99903,"0.99903"
"1179","Ecuador","Life Expectancy",0.79075,"0.79075"
"1180","Ecuador","Freedom",0.48574,"0.48574"
"1181","Ecuador","Government Corruption",0.1809,"0.1809"
"1182","Ecuador","Generosity",0.11541,"0.11541"
"1183","Egypt","GDP per Capita",0.913,"0.913"
"1184","Egypt","Family",1.039,"1.039"
"1185","Egypt","Life Expectancy",0.644,"0.644"
"1186","Egypt","Freedom",0.241,"0.241"
"1187","Egypt","Government Corruption",0.067,"0.067"
"1188","Egypt","Generosity",0.076,"0.076"
"1189","Egypt","GDP per Capita",0.885,"0.885"
"1190","Egypt","Family",1.025,"1.025"
"1191","Egypt","Life Expectancy",0.553,"0.553"
"1192","Egypt","Freedom",0.312,"0.312"
"1193","Egypt","Government Corruption",0.107,"0.107"
"1194","Egypt","Generosity",0.092,"0.092"
"1195","Egypt","GDP per Capita",0.989701807498932,"0.989701807498932"
"1196","Egypt","Family",0.997471392154694,"0.997471392154694"
"1197","Egypt","Life Expectancy",0.520187258720398,"0.520187258720398"
"1198","Egypt","Freedom",0.282110154628754,"0.282110154628754"
"1199","Egypt","Government Corruption",0.114381365478039,"0.114381365478039"
"1200","Egypt","Generosity",0.128631442785263,"0.128631442785263"
"1201","Egypt","GDP per Capita",0.95395,"0.95395"
"1202","Egypt","Family",0.49813,"0.49813"
"1203","Egypt","Life Expectancy",0.52116,"0.52116"
"1204","Egypt","Freedom",0.18847,"0.18847"
"1205","Egypt","Government Corruption",0.10393,"0.10393"
"1206","Egypt","Generosity",0.12706,"0.12706"
"1207","Egypt","GDP per Capita",0.8818,"0.8818"
"1208","Egypt","Family",0.747,"0.747"
"1209","Egypt","Life Expectancy",0.61712,"0.61712"
"1210","Egypt","Freedom",0.17288,"0.17288"
"1211","Egypt","Government Corruption",0.06324,"0.06324"
"1212","Egypt","Generosity",0.11291,"0.11291"
"1213","El Salvador","GDP per Capita",0.8737,"0.8737"
"1214","El Salvador","Family",0.80975,"0.80975"
"1215","El Salvador","Life Expectancy",0.596,"0.596"
"1216","El Salvador","Freedom",0.37269,"0.37269"
"1217","El Salvador","Government Corruption",0.10613,"0.10613"
"1218","El Salvador","Generosity",0.08877,"0.08877"
"1219","El Salvador","GDP per Capita",0.76454,"0.76454"
"1220","El Salvador","Family",1.02507,"1.02507"
"1221","El Salvador","Life Expectancy",0.67737,"0.67737"
"1222","El Salvador","Freedom",0.4035,"0.4035"
"1223","El Salvador","Government Corruption",0.11776,"0.11776"
"1224","El Salvador","Generosity",0.10692,"0.10692"
"1225","El Salvador","GDP per Capita",0.909784495830536,"0.909784495830536"
"1226","El Salvador","Family",1.18212509155273,"1.18212509155273"
"1227","El Salvador","Life Expectancy",0.596018552780151,"0.596018552780151"
"1228","El Salvador","Freedom",0.432452529668808,"0.432452529668808"
"1229","El Salvador","Government Corruption",0.0899809598922729,"0.0899809598922729"
"1230","El Salvador","Generosity",0.0782579854130745,"0.0782579854130745"
"1231","El Salvador","GDP per Capita",0.806,"0.806"
"1232","El Salvador","Family",1.231,"1.231"
"1233","El Salvador","Life Expectancy",0.639,"0.639"
"1234","El Salvador","Freedom",0.461,"0.461"
"1235","El Salvador","Government Corruption",0.082,"0.082"
"1236","El Salvador","Generosity",0.065,"0.065"
"1237","El Salvador","GDP per Capita",0.794,"0.794"
"1238","El Salvador","Family",1.242,"1.242"
"1239","El Salvador","Life Expectancy",0.789,"0.789"
"1240","El Salvador","Freedom",0.43,"0.43"
"1241","El Salvador","Government Corruption",0.074,"0.074"
"1242","El Salvador","Generosity",0.093,"0.093"
"1243","Estonia","GDP per Capita",1.2,"1.2"
"1244","Estonia","Family",1.532,"1.532"
"1245","Estonia","Life Expectancy",0.737,"0.737"
"1246","Estonia","Freedom",0.553,"0.553"
"1247","Estonia","Government Corruption",0.174,"0.174"
"1248","Estonia","Generosity",0.086,"0.086"
"1249","Estonia","GDP per Capita",1.237,"1.237"
"1250","Estonia","Family",1.528,"1.528"
"1251","Estonia","Life Expectancy",0.874,"0.874"
"1252","Estonia","Freedom",0.495,"0.495"
"1253","Estonia","Government Corruption",0.161,"0.161"
"1254","Estonia","Generosity",0.103,"0.103"
"1255","Estonia","GDP per Capita",1.32087934017181,"1.32087934017181"
"1256","Estonia","Family",1.47667109966278,"1.47667109966278"
"1257","Estonia","Life Expectancy",0.695168316364288,"0.695168316364288"
"1258","Estonia","Freedom",0.479131430387497,"0.479131430387497"
"1259","Estonia","Government Corruption",0.183248922228813,"0.183248922228813"
"1260","Estonia","Generosity",0.0988908112049103,"0.0988908112049103"
"1261","Estonia","GDP per Capita",1.15174,"1.15174"
"1262","Estonia","Family",1.22791,"1.22791"
"1263","Estonia","Life Expectancy",0.77361,"0.77361"
"1264","Estonia","Freedom",0.44888,"0.44888"
"1265","Estonia","Government Corruption",0.15184,"0.15184"
"1266","Estonia","Generosity",0.0868,"0.0868"
"1267","Estonia","GDP per Capita",1.27964,"1.27964"
"1268","Estonia","Family",1.05163,"1.05163"
"1269","Estonia","Life Expectancy",0.68098,"0.68098"
"1270","Estonia","Freedom",0.41511,"0.41511"
"1271","Estonia","Government Corruption",0.18519,"0.18519"
"1272","Estonia","Generosity",0.08423,"0.08423"
"1273","Ethiopia","GDP per Capita",0.336,"0.336"
"1274","Ethiopia","Family",1.033,"1.033"
"1275","Ethiopia","Life Expectancy",0.532,"0.532"
"1276","Ethiopia","Freedom",0.344,"0.344"
"1277","Ethiopia","Government Corruption",0.1,"0.1"
"1278","Ethiopia","Generosity",0.209,"0.209"
"1279","Ethiopia","GDP per Capita",0.339233845472336,"0.339233845472336"
"1280","Ethiopia","Family",0.86466920375824,"0.86466920375824"
"1281","Ethiopia","Life Expectancy",0.353409707546234,"0.353409707546234"
"1282","Ethiopia","Freedom",0.408842742443085,"0.408842742443085"
"1283","Ethiopia","Government Corruption",0.165455713868141,"0.165455713868141"
"1284","Ethiopia","Generosity",0.312650740146637,"0.312650740146637"
"1285","Ethiopia","GDP per Capita",0.19073,"0.19073"
"1286","Ethiopia","Family",0.60406,"0.60406"
"1287","Ethiopia","Life Expectancy",0.44055,"0.44055"
"1288","Ethiopia","Freedom",0.4345,"0.4345"
"1289","Ethiopia","Government Corruption",0.15048,"0.15048"
"1290","Ethiopia","Generosity",0.24325,"0.24325"
"1291","Ethiopia","GDP per Capita",0.308,"0.308"
"1292","Ethiopia","Family",0.95,"0.95"
"1293","Ethiopia","Life Expectancy",0.391,"0.391"
"1294","Ethiopia","Freedom",0.452,"0.452"
"1295","Ethiopia","Government Corruption",0.146,"0.146"
"1296","Ethiopia","Generosity",0.22,"0.22"
"1297","Ethiopia","GDP per Capita",0.29283,"0.29283"
"1298","Ethiopia","Family",0.37932,"0.37932"
"1299","Ethiopia","Life Expectancy",0.34578,"0.34578"
"1300","Ethiopia","Freedom",0.36703,"0.36703"
"1301","Ethiopia","Government Corruption",0.1717,"0.1717"
"1302","Ethiopia","Generosity",0.29522,"0.29522"
"1303","Finland","GDP per Capita",1.40598,"1.40598"
"1304","Finland","Family",1.13464,"1.13464"
"1305","Finland","Life Expectancy",0.81091,"0.81091"
"1306","Finland","Freedom",0.57104,"0.57104"
"1307","Finland","Government Corruption",0.41004,"0.41004"
"1308","Finland","Generosity",0.25492,"0.25492"
"1309","Finland","GDP per Capita",1.34,"1.34"
"1310","Finland","Family",1.587,"1.587"
"1311","Finland","Life Expectancy",0.986,"0.986"
"1312","Finland","Freedom",0.596,"0.596"
"1313","Finland","Government Corruption",0.393,"0.393"
"1314","Finland","Generosity",0.153,"0.153"
"1315","Finland","GDP per Capita",1.29025,"1.29025"
"1316","Finland","Family",1.31826,"1.31826"
"1317","Finland","Life Expectancy",0.88911,"0.88911"
"1318","Finland","Freedom",0.64169,"0.64169"
"1319","Finland","Government Corruption",0.41372,"0.41372"
"1320","Finland","Generosity",0.23351,"0.23351"
"1321","Finland","GDP per Capita",1.305,"1.305"
"1322","Finland","Family",1.592,"1.592"
"1323","Finland","Life Expectancy",0.874,"0.874"
"1324","Finland","Freedom",0.681,"0.681"
"1325","Finland","Government Corruption",0.393,"0.393"
"1326","Finland","Generosity",0.202,"0.202"
"1327","Finland","GDP per Capita",1.44357192516327,"1.44357192516327"
"1328","Finland","Family",1.5402467250824,"1.5402467250824"
"1329","Finland","Life Expectancy",0.80915766954422,"0.80915766954422"
"1330","Finland","Freedom",0.617950856685638,"0.617950856685638"
"1331","Finland","Government Corruption",0.38261154294014,"0.38261154294014"
"1332","Finland","Generosity",0.24548277258873,"0.24548277258873"
"1333","France","GDP per Capita",1.27778,"1.27778"
"1334","France","Family",1.26038,"1.26038"
"1335","France","Life Expectancy",0.94579,"0.94579"
"1336","France","Freedom",0.55011,"0.55011"
"1337","France","Government Corruption",0.20646,"0.20646"
"1338","France","Generosity",0.12332,"0.12332"
"1339","France","GDP per Capita",1.39488,"1.39488"
"1340","France","Family",1.00508,"1.00508"
"1341","France","Life Expectancy",0.83795,"0.83795"
"1342","France","Freedom",0.46562,"0.46562"
"1343","France","Government Corruption",0.17808,"0.17808"
"1344","France","Generosity",0.1216,"0.1216"
"1345","France","GDP per Capita",1.293,"1.293"
"1346","France","Family",1.466,"1.466"
"1347","France","Life Expectancy",0.908,"0.908"
"1348","France","Freedom",0.52,"0.52"
"1349","France","Government Corruption",0.176,"0.176"
"1350","France","Generosity",0.098,"0.098"
"1351","France","GDP per Capita",1.43092346191406,"1.43092346191406"
"1352","France","Family",1.38777685165405,"1.38777685165405"
"1353","France","Life Expectancy",0.844465851783752,"0.844465851783752"
"1354","France","Freedom",0.470222115516663,"0.470222115516663"
"1355","France","Government Corruption",0.172502428293228,"0.172502428293228"
"1356","France","Generosity",0.129762306809425,"0.129762306809425"
"1357","France","GDP per Capita",1.324,"1.324"
"1358","France","Family",1.472,"1.472"
"1359","France","Life Expectancy",1.045,"1.045"
"1360","France","Freedom",0.436,"0.436"
"1361","France","Government Corruption",0.183,"0.183"
"1362","France","Generosity",0.111,"0.111"
"1363","Gabon","GDP per Capita",1.057,"1.057"
"1364","Gabon","Family",1.183,"1.183"
"1365","Gabon","Life Expectancy",0.571,"0.571"
"1366","Gabon","Freedom",0.295,"0.295"
"1367","Gabon","Government Corruption",0.055,"0.055"
"1368","Gabon","Generosity",0.043,"0.043"
"1369","Gabon","GDP per Capita",1.1982102394104,"1.1982102394104"
"1370","Gabon","Family",1.1556202173233,"1.1556202173233"
"1371","Gabon","Life Expectancy",0.356578588485718,"0.356578588485718"
"1372","Gabon","Freedom",0.312328577041626,"0.312328577041626"
"1373","Gabon","Government Corruption",0.0760467872023582,"0.0760467872023582"
"1374","Gabon","Generosity",0.0437853783369064,"0.0437853783369064"
"1375","Gabon","GDP per Capita",1.15851,"1.15851"
"1376","Gabon","Family",0.72368,"0.72368"
"1377","Gabon","Life Expectancy",0.3494,"0.3494"
"1378","Gabon","Freedom",0.28098,"0.28098"
"1379","Gabon","Government Corruption",0.09314,"0.09314"
"1380","Gabon","Generosity",0.06244,"0.06244"
"1381","Gabon","GDP per Capita",1.06024,"1.06024"
"1382","Gabon","Family",0.90528,"0.90528"
"1383","Gabon","Life Expectancy",0.43372,"0.43372"
"1384","Gabon","Freedom",0.31914,"0.31914"
"1385","Gabon","Government Corruption",0.11091,"0.11091"
"1386","Gabon","Generosity",0.06822,"0.06822"
"1387","Gabon","GDP per Capita",1.036,"1.036"
"1388","Gabon","Family",1.164,"1.164"
"1389","Gabon","Life Expectancy",0.404,"0.404"
"1390","Gabon","Freedom",0.356,"0.356"
